sub,blk,blkType,trl,dur,isLet,oriT,oriC,resp,rt,acc
27,3,1,15,13,0,2.95,6.09,1,0.851, False
27,3,1,16,14,0,4.9,1.76,1,0.267, False
27,3,1,17,15,1,6,2.86,1,3.63, True
27,3,1,18,15,0,4.6,1.46,1,0.054, False
27,3,1,19,16,0,3.04,6.18,1,0.606, False
27,3,1,20,17,1,3.97,0.83,1,0.382, True
27,3,1,21,17,1,1.68,4.82,1,4.03, True
27,3,1,22,16,1,6.21,3.07,1,0.254, True
27,3,1,23,16,0,4.46,1.32,1,0.905, False
27,3,1,24,17,1,6.27,3.13,0,0.769, False
27,3,1,25,18,1,3.08,6.22,0,0.515, False
27,3,1,26,19,1,5.36,2.22,1,0.894, True
27,3,1,27,19,1,4.68,1.54,1,0.451, True
27,3,1,28,18,1,4.65,1.5,1,0.406, True
27,3,1,29,18,1,3.22,0.08,1,0.601, True
27,3,1,30,17,1,2.62,5.77,1,0.681, True
27,3,1,31,17,1,0.35,3.49,1,0.441, True
27,3,1,32,16,0,1.43,4.57,1,0.569, False
27,3,1,33,17,0,3.54,0.4,1,0.334, False
27,3,1,34,18,0,5.64,2.5,1,0.393, False
27,3,1,35,19,0,4.2,1.06,1,0.355, False
27,3,1,36,20,0,1.59,4.73,0,0.654, True
27,3,1,37,20,0,5.87,2.73,1,0.598, False
27,3,1,38,21,1,0.43,3.57,0,0.58, False
27,3,1,39,22,0,4.07,0.93,1,0.715, False
27,3,1,40,23,0,0.29,3.43,0,0.769, True
27,3,1,41,23,1,1.46,4.6,1,0.827, True
27,3,1,42,22,1,3.95,0.81,0,0.998, False
27,3,1,43,23,1,3.46,0.32,1,0.641, True
27,3,1,44,23,1,3.78,0.64,1,0.883, True
27,3,1,45,22,1,4.81,1.67,1,1.022, True
27,3,1,46,22,0,2.78,5.92,0,0.891, True
27,3,1,47,21,1,4.65,1.51,1,0.801, True
27,3,1,48,21,1,2.25,5.39,1,0.849, True
27,3,1,49,20,0,1.76,4.9,1,1.329, False
27,4,1,0,5,1,2.8,5.94,1,0.508, True
27,4,1,1,5,0,3.14,0,0,0.505, True
27,4,1,2,4,0,5,1.86,1,0.12, False
27,4,1,3,5,0,2.39,5.53,0,0.067, True
27,4,1,4,5,1,0.94,4.08,1,0.134, True
27,4,1,5,4,0,5.85,2.71,0,0.667, True
27,4,1,6,4,1,0.99,4.13,1,0.676, True
27,4,1,7,3,0,0.67,3.81,0,0.299, True
27,4,1,8,3,0,3.12,6.27,1,0.732, False
27,4,1,9,4,1,4.43,1.28,0,0.081, False
27,4,1,10,5,1,5.74,2.6,1,0.014, True
27,4,1,11,5,1,2.34,5.48,0,0.094, False
27,4,1,12,6,1,1.62,4.76,1,-0.173, True
27,4,1,13,6,1,3.07,6.21,1,0.081, True
27,4,1,14,5,1,1.6,4.74,1,0.193, True
27,4,1,15,5,0,0.94,4.08,0,-0.146, True
27,4,1,16,4,1,4.91,1.77,1,0.505, True
27,4,1,17,4,0,5.14,2,1,0.403, False
27,4,1,18,5,1,2.6,5.75,0,-0.173, False
27,4,1,19,6,1,4.81,1.67,1,-0.306, True
27,4,1,20,6,0,2.45,5.6,1,-0.346, False
27,4,1,21,7,0,5.47,2.33,1,1.011, False
27,4,1,22,8,0,2.42,5.56,1,0.574, False
27,4,1,23,9,0,1.22,4.37,1,0.339, False
27,4,1,24,10,1,4.09,0.95,1,2.929, True
27,4,1,25,10,0,4.81,1.67,1,-0.013, False
27,4,1,26,11,0,2.11,5.25,1,-1.226, False
27,4,1,27,12,1,0.2,3.35,0,-0.399, False
27,4,1,28,13,1,5.59,2.45,1,-0.693, True
27,4,1,29,13,0,4.17,1.03,1,1.441, False
27,4,1,30,14,1,3.78,0.64,0,3.457, False
27,4,1,31,15,1,1.46,4.61,1,0.454, True
27,4,1,32,15,1,2.05,5.19,1,-0.506, True
27,4,1,33,14,1,0.88,4.02,1,-0.68, True
27,4,1,34,14,1,3.78,0.64,0,-0.546, False
27,4,1,35,15,1,6.08,2.94,1,-0.866, True
27,4,1,36,15,1,2.2,5.34,1,-0.146, True
27,4,1,37,14,1,1.27,4.41,1,2.262, True
27,4,1,38,14,1,2.11,5.25,1,3.665, True
27,4,1,39,13,0,2.25,5.39,1,2.964, False
27,4,1,40,14,0,1.32,4.46,1,0.31, False
27,4,1,41,15,0,2.96,6.1,1,2.425, False
27,4,1,42,16,0,2.83,5.97,1,0.187, False
27,4,1,43,17,1,5.73,2.59,1,0.529, True
27,4,1,44,17,0,0.54,3.68,1,0.339, False
27,4,1,45,18,1,2.81,5.95,1,0.364, True
27,4,1,46,18,1,2.21,5.35,0,0.694, False
27,4,1,47,19,1,0.88,4.02,1,1.027, True
27,4,1,48,19,0,1.3,4.44,1,1.603, False
27,4,1,49,20,0,3.41,0.26,1,0.489, False
27,5,0,0,9,1,4.39,4.39,1,3.115, True
27,5,0,1,9,1,3.28,3.28,1,-0.586, True
27,5,0,2,8,1,2.81,2.81,1,0.614, True
27,5,0,3,8,0,4.74,4.74,0,4.627, True
27,5,0,4,7,0,5.73,5.73,0,0.686, True
27,5,0,5,7,1,0.05,0.05,1,0.715, True
27,5,0,6,6,1,0.09,0.09,1,0.513, True
27,5,0,7,6,0,4.71,4.71,0,0.571, True
27,5,0,8,5,0,4.13,4.13,1,0.147, False
27,5,0,9,6,0,5.49,5.49,0,0.081, True
27,5,0,10,6,0,1.46,1.46,1,0.337, False
27,5,0,11,7,0,1.87,1.87,0,0.094, True
27,5,0,12,7,0,5.43,5.43,0,0.694, True
27,5,0,13,6,1,4.72,4.72,0,-0.48, False
27,5,0,14,7,0,3.22,3.22,0,-0.759, True
27,5,0,15,7,1,4.78,4.78,0,0.785, False
27,5,0,16,8,0,2.02,2.02,1,-0.493, False
27,5,0,17,9,0,4.28,4.28,1,3.001, False
27,5,0,18,10,0,5.43,5.43,1,0.806, False
27,5,0,19,11,0,1.1,1.1,1,0.75, False
27,5,0,20,12,1,0.01,0.01,1,-0.373, True
27,5,0,21,12,0,1.16,1.16,1,1.561, False
27,5,0,22,13,1,1.17,1.17,1,-0.386, True
27,5,0,23,13,0,0.58,0.58,1,-0.32, False
27,5,0,24,14,0,1.04,1.04,1,0.761, False
27,5,0,25,15,1,3.62,3.62,1,0.563, True
27,5,0,26,15,0,1.38,1.38,1,1.769, False
27,5,0,27,16,1,4.92,4.92,1,0.609, True
27,5,0,28,16,0,2.77,2.77,1,-0.6, False
27,5,0,29,17,1,6.26,6.26,1,0.873, True
27,5,0,30,17,1,0.88,0.88,1,3.179, True
27,5,0,31,16,1,3.1,3.1,1,2.606, True
27,5,0,32,16,1,2.26,2.26,1,0.481, True
27,5,0,33,15,0,1.03,1.03,1,5.222, False
27,5,0,34,16,1,0.57,0.57,1,-0.866, True
27,5,0,35,16,1,5.51,5.51,1,0.147, True
27,5,0,36,15,0,2.19,2.19,1,0.731, False
27,5,0,37,16,1,5.57,5.57,1,2.577, True
27,5,0,38,16,0,3.58,3.58,1,0.24, False
27,5,0,39,17,0,0.08,0.08,1,2.945, False
27,5,0,40,18,1,2.65,2.65,1,-0.186, True
27,5,0,41,18,1,4.99,4.99,1,-0.453, True
27,5,0,42,17,1,1.91,1.91,1,0.094, True
27,5,0,43,17,0,6.17,6.17,1,-0.773, False
27,5,0,44,18,0,4.62,4.62,1,0.771, False
27,5,0,45,19,1,0.17,0.17,1,-1.239, True
27,5,0,46,19,1,4.09,4.09,1,0.806, True
27,5,0,47,18,1,1.33,1.33,1,0.187, True
27,5,0,48,18,0,1.55,1.55,0,1.081, True
27,5,0,49,17,1,3.73,3.73,1,0.515, True
27,6,0,0,9,0,1.04,1.04,0,1.126, True
27,6,0,1,9,1,4.62,4.62,1,0.507, True
27,6,0,2,8,1,3.39,3.39,1,0.603, True
27,6,0,3,8,0,1.47,1.47,0,0.987, True
27,6,0,4,7,0,3.66,3.66,0,1.099, True
27,6,0,5,7,1,3.69,3.69,1,0.526, True
27,6,0,6,6,0,4.05,4.05,1,0.636, False
27,6,0,7,7,1,4.42,4.42,0,0.273, False
27,6,0,8,8,0,5.4,5.4,1,-0.706, False
27,6,0,9,9,0,3.02,3.02,0,-0.266, True
27,6,0,10,9,1,2.89,2.89,1,0.014, True
27,6,0,11,8,0,0.97,0.97,0,0.12, True
27,6,0,12,8,1,3.22,3.22,1,0.489, True
27,6,0,13,7,0,1.86,1.86,1,1.326, False
27,6,0,14,8,0,3.53,3.53,0,0.302, True
27,6,0,15,8,0,1.6,1.6,1,0.225, False
27,6,0,16,9,1,4.4,4.4,0,-0.226, False
27,6,0,17,10,0,2.66,2.66,1,-0.533, False
27,6,0,18,11,0,1.43,1.43,0,-0.786, True
27,6,0,19,11,0,1.16,1.16,1,-0.973, False
27,6,0,20,12,0,0.05,0.05,1,-0.64, False
27,6,0,21,13,0,0.79,0.79,1,-0.853, False
27,6,0,22,14,1,0.02,0.02,1,-0.933, True
27,6,0,23,14,1,3.56,3.56,1,-0.84, True
27,6,0,24,13,0,3.43,3.43,1,-0.746, False
27,6,0,25,14,0,1.42,1.42,1,-0.973, False
27,6,0,26,15,1,0.24,0.24,1,-0.213, True
27,6,0,27,15,0,4.21,4.21,1,8.347, False
27,6,0,28,16,1,6.12,6.12,1,-0.413, True
27,6,0,29,16,0,6.15,6.15,1,-0.573, False
27,6,0,30,17,0,2.48,2.48,0,1.294, True
27,6,0,31,17,1,4.13,4.13,1,0.697, True
27,6,0,32,16,1,0.05,0.05,1,0.507, True
27,6,0,33,16,1,0.49,0.49,1,1.467, True
27,6,0,34,15,1,5.05,5.05,1,0.51, True
27,6,0,35,15,1,5.2,5.2,1,5.646, True
27,6,0,36,14,0,5.7,5.7,1,-0.506, False
27,6,0,37,15,0,5.19,5.19,1,-0.96, False
27,6,0,38,16,1,2.02,2.02,1,-0.04, True
27,6,0,39,16,1,4.1,4.1,1,-0.6, True
27,6,0,40,15,1,5.28,5.28,1,-0.693, True
27,6,0,41,15,0,1.03,1.03,1,-0.6, False
27,6,0,42,16,1,2.87,2.87,1,-0.346, True
27,6,0,43,16,1,5.85,5.85,1,1.483, True
27,6,0,44,15,0,0.53,0.53,1,-0.88, False
27,6,0,45,16,1,4.25,4.25,1,0.014, True
27,6,0,46,16,1,0.07,0.07,1,-0.413, True
27,6,0,47,15,1,6.06,6.06,1,-1.213, True
27,6,0,48,15,0,0.29,0.29,1,-0.6, False
27,6,0,49,16,0,2.83,2.83,1,0.953, False
27,7,1,0,5,1,2.12,5.26,1,0.465, True
27,7,1,1,5,1,4.24,1.1,0,-0.546, False
27,7,1,2,6,1,4.14,1,1,0.849, True
27,7,1,3,6,1,2.98,6.12,0,0.518, False
27,7,1,4,7,0,1.87,5.01,1,0.59, False
27,7,1,5,8,1,3.57,0.43,1,0.235, True
27,7,1,6,8,0,6.03,2.89,0,0.355, True
27,7,1,7,7,0,4.33,1.19,1,1.46, False
27,7,1,8,8,1,0.67,3.81,1,1.129, True
27,7,1,9,8,1,0.37,3.51,1,0.617, True
27,7,1,10,7,1,0.97,4.11,1,0.635, True
27,7,1,11,7,1,5.63,2.49,1,1.921, True
27,7,1,12,6,0,4.24,1.1,1,-0.68, False
27,7,1,13,7,1,4.37,1.23,1,2.731, True
27,7,1,14,7,0,1.69,4.83,1,0.302, False
27,7,1,15,8,1,3.67,0.53,1,-0.266, True
27,7,1,16,8,0,3.27,0.13,1,0.371, False
27,7,1,17,9,1,5.83,2.69,1,-1, True
27,7,1,18,9,1,5.24,2.1,1,11.801, True
27,7,1,19,8,1,3.51,0.37,1,0.251, True
27,7,1,20,8,0,1.94,5.08,1,-1.04, False
27,7,1,21,9,0,0.68,3.83,1,0.001, False
27,7,1,22,10,0,1.96,5.1,1,0.905, False
27,7,1,23,11,1,2.03,5.17,0,1.835, False
27,7,1,24,12,1,1.67,4.81,1,-0.053, True
27,7,1,25,12,1,3.88,0.74,0,0.054, False
27,7,1,26,13,0,2.61,5.76,1,-0.026, False
27,7,1,27,14,1,0.52,3.66,0,0.134, False
27,7,1,28,15,1,4.84,1.7,1,0.027, True
27,7,1,29,15,0,0.7,3.84,0,0.294, True
27,7,1,30,14,0,4.72,1.58,1,-0.266, False
27,7,1,31,15,1,2.3,5.44,0,-0.586, False
27,7,1,32,16,0,0.24,3.38,1,-0.04, False
27,7,1,33,17,0,4.03,0.89,1,-0.32, False
27,7,1,34,18,0,0.78,3.92,1,0.067, False
27,7,1,35,19,0,0.9,4.04,1,0.054, False
27,7,1,36,20,1,3.82,0.67,1,0.214, True
27,7,1,37,20,0,5.57,2.43,1,1.145, False
27,7,1,38,21,0,1.33,4.47,1,-0.08, False
27,7,1,39,22,1,2.9,6.05,1,-0.706, True
27,7,1,40,22,0,1.25,4.39,1,1.419, False
27,7,1,41,23,1,3.16,0.02,1,-0.413, True
27,7,1,42,23,1,0.34,3.48,1,0.254, True
27,7,1,43,22,1,4.09,0.94,1,-0.92, True
27,7,1,44,22,1,5.06,1.92,1,2.502, True
27,7,1,45,21,0,5.65,2.51,1,-0.6, False
27,7,1,46,22,0,2.74,5.88,1,0.409, False
27,7,1,47,23,1,6.15,3.01,1,0.001, True
27,7,1,48,23,0,5.87,2.73,1,0.868, False
27,7,1,49,24,1,1.98,5.12,1,0.475, True
3,0,0,0,20,0,5.33,5.33,1,4.799, False
3,0,0,1,21,1,4.79,4.79,1,1.585, True
3,0,0,2,21,1,4.71,4.71,1,0.681, True
3,0,0,3,20,0,3.98,3.98,0,0.831, True
3,0,0,4,20,1,4.11,4.11,1,0.639, True
3,0,0,5,19,0,3.96,3.96,0,0.681, True
3,0,0,6,19,0,2.39,2.39,0,0.607, True
3,0,0,7,18,1,3.76,3.76,1,0.481, True
3,0,0,8,18,0,4.95,4.95,0,0.857, True
3,0,0,9,17,0,4.95,4.95,0,0.649, True
3,1,1,0,20,1,4.72,1.58,0,2.588, False
3,1,1,1,21,0,4.27,1.13,0,0.812, True
3,1,1,2,21,0,1.58,4.72,1,1.911, False
3,1,1,3,22,1,3.87,0.73,1,2.86, True
3,1,1,4,22,0,0.09,3.23,0,1.409, True
3,1,1,5,21,1,4.83,1.69,1,1.108, True
3,1,1,6,21,1,2.98,6.12,1,0.825, True
3,1,1,7,20,0,3.84,0.69,0,0.631, True
3,1,1,8,20,0,4.19,1.05,0,0.943, True
3,1,1,9,19,1,1.53,4.67,0,1.159, False
3,2,1,0,9,0,5.51,2.37,1,1.353, False
3,2,1,1,10,1,1.4,4.54,0,1.855, False
3,2,1,2,11,1,5.47,2.33,1,0.665, True
3,2,1,3,11,1,1.6,4.74,0,0.676, False
3,2,1,4,12,0,1.11,4.25,0,1.199, True
3,2,1,5,12,1,5.99,2.85,1,0.633, True
3,2,1,6,11,1,3.64,0.5,0,2.348, False
3,2,1,7,12,0,4.66,1.52,1,1.495, False
3,2,1,8,13,1,5.22,2.08,1,1.319, True
3,2,1,9,13,0,4.08,0.94,0,0.58, True
3,2,1,10,12,0,0.12,3.26,0,2.252, True
3,2,1,11,12,1,0.89,4.03,1,0.815, True
3,2,1,12,11,0,5.03,1.88,0,0.663, True
3,2,1,13,11,1,4.86,1.72,1,0.639, True
3,2,1,14,10,0,5.32,2.18,0,0.836, True
3,2,1,15,10,0,1.94,5.08,0,1.031, True
3,2,1,16,9,1,1.6,4.75,1,0.713, True
3,2,1,17,9,0,5.89,2.74,0,0.748, True
3,2,1,18,8,0,2.47,5.61,1,0.641, False
3,2,1,19,9,0,0.17,3.31,0,0.567, True
3,2,1,20,9,1,0.43,3.57,1,0.652, True
3,2,1,21,8,0,5.67,2.53,0,0.559, True
3,2,1,22,8,1,1.31,4.45,1,0.721, True
3,2,1,23,7,1,4.48,1.34,1,0.599, True
3,2,1,24,7,1,6.01,2.87,1,0.82, True
3,2,1,25,6,1,0.78,3.92,0,1.103, False
3,2,1,26,7,1,5.89,2.75,1,0.735, True
3,2,1,27,7,1,4.66,1.52,1,0.617, True
3,2,1,28,6,1,5.48,2.34,1,0.665, True
3,2,1,29,6,1,5.01,1.87,1,1.025, True
3,2,1,30,5,1,4.27,1.13,1,0.655, True
3,2,1,31,5,0,4.92,1.77,1,0.628, False
3,2,1,32,6,1,3.78,0.63,0,0.777, False
3,2,1,33,7,0,4.38,1.24,0,0.631, True
3,2,1,34,7,1,5.83,2.69,1,1.289, True
3,2,1,35,6,0,0.64,3.78,0,0.823, True
3,2,1,36,6,0,1.84,4.98,1,0.876, False
3,2,1,37,7,0,5.64,2.5,0,0.609, True
3,2,1,38,7,1,3.24,0.1,1,0.607, True
3,2,1,39,6,0,5.63,2.49,0,0.681, True
3,2,1,40,6,1,5.84,2.7,1,0.711, True
3,2,1,41,5,0,2.13,5.27,0,1.399, True
3,2,1,42,5,1,6.13,2.99,1,0.769, True
3,2,1,43,4,1,4.84,1.7,0,0.623, False
3,2,1,44,5,0,1.16,4.3,0,0.748, True
3,2,1,45,5,0,3.87,0.73,1,0.585, False
3,2,1,46,6,1,1.94,5.08,1,0.865, True
3,2,1,47,6,1,4.61,1.47,0,2.26, False
3,2,1,48,7,0,3.15,0.01,0,0.735, True
3,2,1,49,7,0,0.7,3.84,0,1.239, True
3,3,0,0,5,0,3.93,3.93,0,2.871, True
3,3,0,1,5,1,4.72,4.72,1,1.065, True
3,3,0,2,4,0,3.56,3.56,0,0.721, True
3,3,0,3,4,0,0.4,0.4,0,0.711, True
3,3,0,4,3,0,2.41,2.41,1,1.769, False
3,3,0,5,4,1,1.05,1.05,1,1.652, True
3,3,0,6,4,1,2.44,2.44,0,0.689, False
3,3,0,7,5,1,3.66,3.66,1,0.609, True
3,3,0,8,5,1,2.52,2.52,1,0.612, True
3,3,0,9,4,0,5.05,5.05,0,0.74, True
3,3,0,10,4,0,4.89,4.89,0,1.004, True
3,3,0,11,3,0,4.75,4.75,0,1.207, True
3,3,0,12,3,1,4.27,4.27,1,1.487, True
3,3,0,13,2,1,3.44,3.44,0,1.417, False
3,3,0,14,3,1,2.94,2.94,1,1.513, True
3,3,0,15,3,1,3.37,3.37,1,1.252, True
3,3,0,16,2,0,3.45,3.45,0,0.788, True
3,3,0,17,2,1,0.2,0.2,1,1.431, True
3,3,0,18,1,0,0.64,0.64,0,1.033, True
3,3,0,19,1,0,2.63,2.63,1,3.18, False
3,3,0,20,2,1,4.67,4.67,0,1.071, False
3,3,0,21,3,0,3.31,3.31,0,1.047, True
3,3,0,22,3,0,4.47,4.47,0,1.228, True
3,3,0,23,2,1,2.66,2.66,1,1.7, True
3,3,0,24,2,0,0.06,0.06,0,1.868, True
3,3,0,25,1,0,0.12,0.12,0,0.815, True
3,3,0,26,1,1,5.95,5.95,0,1.092, False
3,3,0,27,2,0,5.98,5.98,1,1.764, False
3,3,0,28,3,0,5.08,5.08,0,1.945, True
3,3,0,29,3,1,5.69,5.69,1,0.753, True
3,3,0,30,2,0,0.98,0.98,1,2.543, False
3,3,0,31,3,0,3.17,3.17,0,1.087, True
3,3,0,32,3,0,3.06,3.06,0,0.825, True
3,3,0,33,2,1,6.12,6.12,0,1.62, False
3,3,0,34,3,1,0.17,0.17,1,0.924, True
3,3,0,35,3,0,0.72,0.72,1,1.217, False
3,3,0,36,4,0,4.91,4.91,0,0.772, True
3,3,0,37,4,1,4.08,4.08,0,0.911, False
3,3,0,38,5,1,3.8,3.8,1,0.617, True
3,3,0,39,5,0,4.86,4.86,1,0.903, False
3,3,0,40,6,0,4.72,4.72,0,0.625, True
3,3,0,41,6,1,4.53,4.53,1,0.657, True
3,3,0,42,5,1,0.5,0.5,1,0.601, True
3,3,0,43,5,0,0.87,0.87,1,0.564, False
3,3,0,44,6,1,3.69,3.69,1,0.535, True
3,3,0,45,6,1,3.03,3.03,1,0.46, True
3,3,0,46,5,0,2.9,2.9,0,0.583, True
3,3,0,47,5,1,4.09,4.09,1,0.524, True
3,3,0,48,4,0,3.95,3.95,1,0.695, False
3,3,0,49,5,0,3.38,3.38,0,0.625, True
3,4,0,0,5,1,3.01,3.01,1,0.551, True
3,4,0,1,5,0,5.37,5.37,1,0.455, False
3,4,0,2,6,0,3.08,3.08,0,0.529, True
3,4,0,3,6,0,3.82,3.82,0,0.428, True
3,4,0,4,5,0,5.22,5.22,0,0.521, True
3,4,0,5,5,1,3.16,3.16,1,0.449, True
3,4,0,6,4,1,5.44,5.44,1,0.831, True
3,4,0,7,4,0,2.16,2.16,0,0.759, True
3,4,0,8,3,1,0.51,0.51,1,1.009, True
3,4,0,9,3,1,0.38,0.38,1,0.511, True
3,4,0,10,2,0,4.01,4.01,0,0.724, True
3,4,0,11,2,0,4.79,4.79,0,1.143, True
3,4,0,12,1,1,0.67,0.67,1,0.641, True
3,4,0,13,1,0,1.73,1.73,1,0.711, False
3,4,0,14,2,1,0.37,0.37,0,0.737, False
3,4,0,15,3,0,2.43,2.43,1,1.284, False
3,4,0,16,4,1,5.79,5.79,0,1.044, False
3,4,0,17,5,1,3.75,3.75,1,1.225, True
3,4,0,18,5,0,2.79,2.79,0,0.711, True
3,4,0,19,4,1,5.33,5.33,1,0.841, True
3,4,0,20,4,0,2.26,2.26,0,0.596, True
3,4,0,21,3,0,1.07,1.07,1,2.127, False
3,4,0,22,4,1,2.92,2.92,1,0.607, True
3,4,0,23,4,1,6.15,6.15,1,0.558, True
3,4,0,24,3,1,3.19,3.19,1,0.524, True
3,4,0,25,3,1,3.22,3.22,1,0.537, True
3,4,0,26,2,1,3.58,3.58,0,0.841, False
3,4,0,27,3,0,1.26,1.26,1,0.599, False
3,4,0,28,4,1,4.02,4.02,1,0.564, True
3,4,0,29,4,0,2.51,2.51,0,0.681, True
3,4,0,30,3,1,5.86,5.86,1,1.127, True
3,4,0,31,3,1,3.28,3.28,1,0.588, True
3,4,0,32,2,0,4.33,4.33,0,0.631, True
3,4,0,33,2,1,1.65,1.65,1,0.636, True
3,4,0,34,1,0,3.02,3.02,0,2.401, True
3,4,0,35,1,1,6.01,6.01,0,0.692, False
3,4,0,36,2,1,1.44,1.44,0,0.953, False
3,4,0,37,3,0,2.38,2.38,0,0.657, True
3,4,0,38,3,1,5.76,5.76,1,0.569, True
3,4,0,39,2,1,4.55,4.55,1,1.222, True
3,4,0,40,2,0,0.33,0.33,0,1.041, True
3,4,0,41,1,0,4.5,4.5,0,2.615, True
3,4,0,42,1,0,2.65,2.65,1,1.175, False
3,4,0,43,2,0,0.1,0.1,0,0.652, True
3,4,0,44,2,1,2.81,2.81,1,0.655, True
3,4,0,45,1,1,5.35,5.35,0,1.223, False
3,4,0,46,2,0,3.78,3.78,1,0.673, False
3,4,0,47,3,1,3.99,3.99,1,0.623, True
3,4,0,48,3,1,2.02,2.02,0,1.558, False
3,4,0,49,4,1,5.78,5.78,1,1.06, True
3,5,1,0,9,0,0.72,3.87,1,1.705, False
3,5,1,1,10,0,5.14,2,1,3.332, False
3,5,1,2,11,1,3.84,0.7,1,0.649, True
3,5,1,3,11,0,5.51,2.37,0,0.689, True
3,5,1,4,10,0,3.79,0.65,1,0.713, False
3,5,1,5,11,0,1.78,4.92,0,1.076, True
3,5,1,6,11,1,3.64,0.5,1,0.804, True
3,5,1,7,10,0,5.98,2.84,0,0.687, True
3,5,1,8,10,1,6.09,2.94,1,0.66, True
3,5,1,9,9,0,3.32,0.18,0,0.607, True
3,5,1,10,9,1,5.63,2.49,1,0.817, True
3,5,1,11,8,0,5.23,2.09,0,0.924, True
3,5,1,12,8,1,2.52,5.66,1,0.655, True
3,5,1,13,7,0,0.54,3.69,0,0.956, True
3,5,1,14,7,1,5.16,2.02,1,0.729, True
3,5,1,15,6,0,1.44,4.59,0,1.953, True
3,5,1,16,6,0,0.16,3.31,0,0.745, True
3,5,1,17,5,1,5.11,1.97,1,0.86, True
3,5,1,18,5,1,5.75,2.6,1,1.423, True
3,5,1,19,4,0,2.35,5.49,0,0.623, True
3,5,1,20,4,1,4.56,1.41,1,2.673, True
3,5,1,21,3,1,5.97,2.82,0,0.748, False
3,5,1,22,4,1,2.29,5.43,1,2.124, True
3,5,1,23,4,1,1.18,4.32,0,0.972, False
3,5,1,24,5,1,4.81,1.67,1,1.356, True
3,5,1,25,5,0,3.92,0.78,0,2.417, True
3,5,1,26,4,1,4.16,1.02,1,1.113, True
3,5,1,27,4,1,1.24,4.38,1,2.119, True
3,5,1,28,3,1,2.48,5.62,0,0.724, False
3,5,1,29,4,1,5.12,1.98,1,1.753, True
3,5,1,30,4,1,3.91,0.77,0,1.14, False
3,5,1,31,5,0,4.11,0.96,0,0.596, True
3,5,1,32,5,0,2.56,5.7,1,1.063, False
3,5,1,33,6,0,4.91,1.77,1,1.956, False
3,5,1,34,7,0,1.9,5.04,1,2.737, False
3,5,1,35,8,1,1.07,4.21,1,2.079, True
3,5,1,36,8,0,4.75,1.61,0,0.519, True
3,5,1,37,7,1,3.17,0.02,1,2.188, True
3,5,1,38,7,0,1.47,4.61,0,0.631, True
3,5,1,39,6,1,5.2,2.06,1,1.308, True
3,5,1,40,6,0,1.26,4.4,1,1.916, False
3,5,1,41,7,1,4.97,1.83,0,0.743, False
3,5,1,42,8,0,4.58,1.44,0,0.759, True
3,5,1,43,8,0,1.26,4.41,0,1.223, True
3,5,1,44,7,1,4.83,1.69,1,0.58, True
3,5,1,45,7,1,3.14,0,0,1.169, False
3,5,1,46,8,1,3.92,0.78,0,0.436, False
3,5,1,47,9,1,1.07,4.21,1,0.631, True
3,5,1,48,9,0,1.64,4.78,0,0.58, True
3,5,1,49,8,0,4.31,1.17,1,1.985, False
3,6,1,0,9,0,1.87,5.02,0,0.748, True
3,6,1,1,9,1,0.56,3.7,0,0.665, False
3,6,1,2,10,1,2.62,5.77,1,0.959, True
3,6,1,3,10,0,5.48,2.34,0,0.641, True
3,6,1,4,9,0,4.39,1.25,0,0.708, True
3,6,1,5,9,0,4.08,0.94,0,0.42, True
3,6,1,6,8,0,0.81,3.95,1,0.695, False
3,6,1,7,9,0,5.97,2.83,0,0.673, True
3,6,1,8,9,1,0.98,4.12,1,0.519, True
3,6,1,9,8,1,2.89,6.03,1,2.068, True
3,6,1,10,8,1,5.06,1.92,1,1.017, True
3,6,1,11,7,1,2.5,5.64,1,0.537, True
3,6,1,12,7,0,5.92,2.78,1,1.036, False
3,6,1,13,8,0,2.73,5.88,1,0.857, False
3,6,1,14,9,1,5.51,2.37,1,0.628, True
3,6,1,15,9,0,3.85,0.71,0,0.612, True
3,6,1,16,8,1,1.9,5.04,1,1.199, True
3,6,1,17,8,0,0.94,4.08,0,0.686, True
3,6,1,18,7,1,5.65,2.51,1,0.657, True
3,6,1,19,7,1,1.88,5.03,1,0.508, True
3,6,1,20,6,0,1.62,4.76,0,0.697, True
3,6,1,21,6,0,4.77,1.63,0,0.572, True
3,6,1,22,5,1,0.12,3.26,1,0.743, True
3,6,1,23,5,1,4.17,1.03,1,0.569, True
3,6,1,24,4,0,2.85,5.99,0,0.585, True
3,6,1,25,4,0,4.78,1.64,1,1.505, False
3,6,1,26,5,0,0.68,3.83,1,1.393, False
3,6,1,27,6,1,0.67,3.81,1,1.033, True
3,6,1,28,6,0,4.79,1.65,0,2.239, True
3,6,1,29,5,1,6.17,3.03,1,0.724, True
3,6,1,30,5,1,0.63,3.77,1,1.121, True
3,6,1,31,4,1,3.57,0.43,0,2.217, False
3,6,1,32,5,0,5.14,2,1,0.959, False
3,6,1,33,6,0,2.58,5.72,0,0.767, True
3,6,1,34,6,1,6.07,2.93,1,1.129, True
3,6,1,35,5,1,4.41,1.27,1,0.668, True
3,6,1,36,5,0,0.91,4.05,0,1.249, True
3,6,1,37,4,1,0.95,4.09,0,0.559, False
3,6,1,38,5,0,5.57,2.43,1,0.676, False
3,6,1,39,6,0,4.52,1.38,1,2.527, False
3,6,1,40,7,0,5.94,2.8,0,0.945, True
